linha,bairro,data,hora,passageiros
404,Saci,2024-01-09,12:00,12
407,Saci,2024-01-29,18:00,51
408,Centro,2024-01-19,22:00,28
407,Centro,2024-01-20,14:30,64
405,Piçarra,2024-01-28,11:00,77
408,Dirceu,2024-01-18,08:00,36
405,Piçarra,2024-01-19,16:30,13
406,Centro,2024-01-25,08:00,33
403,Dirceu,2024-01-16,08:00,19
401,Renascença,2024-01-06,16:00,36
401,Saci,2024-01-02,20:30,48
408,Marquês,2024-01-02,05:00,12
402,Ilhotas,2024-01-30,22:00,27
406,Renascença,2024-01-15,07:00,38
405,Mocambinho,2024-01-14,19:00,34
401,Mocambinho,2024-01-04,17:30,69
402,Renascença,2024-01-26,22:30,57
408,Mocambinho,2024-01-31,13:30,52
407,Centro,2024-01-06,17:30,34
405,Dirceu,2024-01-18,06:30,65
407,Renascença,2024-01-22,18:30,60
408,Dirceu,2024-01-10,11:00,19
408,Centro,2024-01-31,11:30,71
402,Saci,2024-01-18,07:30,8
402,Ilhotas,2024-01-02,06:30,13
406,Piçarra,2024-01-04,15:00,20
401,Centro,2024-01-04,19:30,79
401,Centro,2024-01-20,13:00,45
403,Renascença,2024-01-17,17:00,72
405,Ilhotas,2024-01-16,16:00,40
403,Saci,2024-01-26,12:00,70
402,Dirceu,2024-01-31,06:00,47
407,Saci,2024-01-26,14:30,46
405,Mocambinho,2024-01-16,07:30,15
401,Piçarra,2024-01-31,17:00,60
406,Piçarra,2024-01-02,05:00,13
404,Marquês,2024-01-26,12:30,55
404,Dirceu,2024-01-10,21:30,51
408,Centro,2024-01-08,19:00,17
405,Mocambinho,2024-01-27,20:00,65
401,Renascença,2024-01-05,22:00,29
403,Saci,2024-01-09,11:30,38
403,Mocambinho,2024-01-04,22:00,28
403,Centro,2024-01-13,08:30,53
404,Centro,2024-01-01,09:30,69
403,Saci,2024-01-14,22:00,56
407,Saci,2024-01-02,10:00,23
408,Saci,2024-01-09,06:00,5
406,Mocambinho,2024-01-28,07:30,5
408,Saci,2024-01-28,13:00,22
407,Dirceu,2024-01-29,13:30,69
404,Saci,2024-01-23,21:00,72
401,Marquês,2024-01-06,18:00,25
403,Renascença,2024-01-01,09:30,54
407,Renascença,2024-01-01,19:30,24
408,Ilhotas,2024-01-25,22:30,10
405,Marquês,2024-01-16,11:30,18
402,Dirceu,2024-01-05,12:00,10
408,Renascença,2024-01-06,19:00,45
401,Marquês,2024-01-16,10:00,24
405,Mocambinho,2024-01-08,08:30,49
404,Piçarra,2024-01-28,12:00,65
407,Centro,2024-01-14,11:30,68
404,Mocambinho,2024-01-26,17:30,75
405,Mocambinho,2024-01-03,21:00,78
401,Marquês,2024-01-24,13:30,51
408,Marquês,2024-01-13,21:00,36
406,Saci,2024-01-31,14:30,13
408,Ilhotas,2024-01-27,12:00,24
408,Piçarra,2024-01-24,22:00,70
401,Ilhotas,2024-01-20,19:30,6
401,Marquês,2024-01-27,21:30,53
407,Renascença,2024-01-04,14:00,69
407,Ilhotas,2024-01-21,13:30,15
405,Renascença,2024-01-14,20:00,8
407,Piçarra,2024-01-20,13:00,78
405,Mocambinho,2024-01-07,09:30,13
406,Piçarra,2024-01-23,19:00,63
401,Piçarra,2024-01-29,17:30,66
407,Ilhotas,2024-01-14,22:30,49
408,Ilhotas,2024-01-04,16:00,27
404,Mocambinho,2024-01-08,16:30,5
401,Dirceu,2024-01-12,21:30,65
408,Renascença,2024-01-21,19:30,47
406,Mocambinho,2024-01-16,08:30,14
407,Piçarra,2024-01-25,19:30,33
408,Saci,2024-01-09,13:30,31
404,Piçarra,2024-01-19,05:00,59
407,Piçarra,2024-01-10,05:30,36
401,Marquês,2024-01-03,06:00,22
404,Ilhotas,2024-01-27,17:00,30
404,Renascença,2024-01-09,06:30,38
407,Saci,2024-01-23,17:30,22
407,Dirceu,2024-01-19,22:00,12
406,Renascença,2024-01-14,14:00,72
405,Renascença,2024-01-17,14:00,69
404,Centro,2024-01-25,06:00,56
403,Saci,2024-01-28,05:00,20
407,Ilhotas,2024-01-13,09:30,36
401,Mocambinho,2024-01-09,14:30,60
407,Saci,2024-01-13,17:30,58
408,Marquês,2024-01-03,10:30,5
402,Ilhotas,2024-01-24,19:30,51
407,Mocambinho,2024-01-11,20:30,75
405,Mocambinho,2024-01-20,15:30,75
401,Saci,2024-01-27,19:30,61
401,Renascença,2024-01-21,14:30,28
403,Renascença,2024-01-27,19:00,56
402,Centro,2024-01-30,05:30,20
405,Mocambinho,2024-01-29,05:00,60
404,Marquês,2024-01-15,07:00,78
401,Centro,2024-01-13,16:00,22
405,Marquês,2024-01-31,09:30,48
406,Centro,2024-01-09,08:00,63
407,Dirceu,2024-01-24,18:00,59
407,Saci,2024-01-30,14:30,18
404,Saci,2024-01-24,19:30,37
401,Centro,2024-01-23,11:00,17
401,Saci,2024-01-17,15:30,61
402,Ilhotas,2024-01-20,20:00,54
403,Dirceu,2024-01-14,16:30,25
404,Centro,2024-01-31,17:00,38
406,Saci,2024-01-06,13:00,30
407,Saci,2024-01-17,10:30,35
403,Mocambinho,2024-01-31,16:30,45
401,Piçarra,2024-01-30,13:30,15
405,Dirceu,2024-01-02,19:00,80
408,Dirceu,2024-01-10,10:00,50
405,Piçarra,2024-01-29,15:00,12
406,Mocambinho,2024-01-09,12:30,23
403,Dirceu,2024-01-22,21:30,41
406,Dirceu,2024-01-16,13:00,70
405,Centro,2024-01-15,06:30,61
407,Ilhotas,2024-01-08,22:30,32
402,Centro,2024-01-31,18:00,77
405,Dirceu,2024-01-20,07:30,20
408,Dirceu,2024-01-01,12:30,58
405,Ilhotas,2024-01-15,10:30,18
404,Mocambinho,2024-01-10,13:00,25
405,Saci,2024-01-30,22:30,12
406,Renascença,2024-01-25,10:30,62
405,Centro,2024-01-16,06:30,79
406,Mocambinho,2024-01-01,10:00,52
408,Piçarra,2024-01-22,13:30,37
406,Saci,2024-01-10,21:30,65
407,Renascença,2024-01-07,09:00,15
407,Ilhotas,2024-01-10,15:00,56
402,Saci,2024-01-23,16:00,38
407,Saci,2024-01-11,20:00,9
408,Ilhotas,2024-01-10,14:00,53
405,Piçarra,2024-01-10,18:00,75
408,Saci,2024-01-08,11:30,56
408,Centro,2024-01-12,17:00,18
401,Renascença,2024-01-09,09:00,69
405,Ilhotas,2024-01-10,20:30,16
401,Ilhotas,2024-01-04,06:00,14
401,Marquês,2024-01-27,12:00,80
403,Piçarra,2024-01-14,21:00,64
402,Marquês,2024-01-31,21:30,61
405,Centro,2024-01-18,22:30,74
402,Saci,2024-01-28,13:30,62
403,Dirceu,2024-01-02,19:30,6
403,Mocambinho,2024-01-28,21:30,22
403,Piçarra,2024-01-24,05:30,9
408,Renascença,2024-01-01,17:00,25
405,Renascença,2024-01-23,09:00,40
406,Centro,2024-01-11,12:30,33
401,Mocambinho,2024-01-23,17:30,68
408,Mocambinho,2024-01-04,19:00,10
406,Ilhotas,2024-01-10,20:00,36
407,Renascença,2024-01-20,11:00,60
403,Mocambinho,2024-01-20,07:30,68
407,Ilhotas,2024-01-14,16:00,32
403,Ilhotas,2024-01-08,05:00,27
401,Ilhotas,2024-01-31,21:00,26
404,Marquês,2024-01-31,18:30,64
403,Marquês,2024-01-14,14:00,45
408,Mocambinho,2024-01-17,21:00,53
406,Marquês,2024-01-18,20:30,44
404,Dirceu,2024-01-28,09:30,62
402,Piçarra,2024-01-20,12:00,26
402,Mocambinho,2024-01-30,14:30,24
401,Centro,2024-01-12,07:30,34
408,Mocambinho,2024-01-10,10:30,41
408,Ilhotas,2024-01-10,13:30,54
406,Marquês,2024-01-01,21:00,52
402,Renascença,2024-01-30,09:30,56
405,Ilhotas,2024-01-12,12:30,34
404,Marquês,2024-01-15,08:00,6
405,Piçarra,2024-01-16,08:00,15
406,Dirceu,2024-01-27,20:00,63
406,Dirceu,2024-01-26,15:30,53
405,Mocambinho,2024-01-17,06:30,29
407,Renascença,2024-01-01,14:30,47
402,Marquês,2024-01-10,18:30,62
407,Renascença,2024-01-12,20:30,17
402,Piçarra,2024-01-13,15:00,21
405,Saci,2024-01-31,18:00,36
401,Saci,2024-01-04,07:30,22
401,Marquês,2024-01-29,08:30,36
404,Renascença,2024-01-15,19:30,28
404,Piçarra,2024-01-17,07:00,5
401,Centro,2024-01-31,11:00,19
404,Saci,2024-01-27,05:00,37
408,Piçarra,2024-01-09,20:00,52
405,Ilhotas,2024-01-16,06:00,8
406,Marquês,2024-01-09,22:30,8
405,Piçarra,2024-01-15,15:30,36
408,Dirceu,2024-01-22,09:00,17
403,Piçarra,2024-01-02,06:30,24
403,Saci,2024-01-06,12:30,31
405,Ilhotas,2024-01-01,15:30,63
407,Mocambinho,2024-01-27,11:30,18
407,Dirceu,2024-01-08,17:00,78
404,Centro,2024-01-28,08:00,17
406,Renascença,2024-01-28,18:30,51
407,Centro,2024-01-28,17:30,24
407,Dirceu,2024-01-27,08:00,21
406,Marquês,2024-01-02,21:00,43
403,Renascença,2024-01-06,09:30,32
403,Mocambinho,2024-01-01,12:00,46
404,Saci,2024-01-02,14:30,61
401,Saci,2024-01-18,08:30,72
407,Renascença,2024-01-11,19:00,71
403,Mocambinho,2024-01-13,20:30,29
406,Ilhotas,2024-01-31,22:30,19
406,Mocambinho,2024-01-04,21:30,79
406,Centro,2024-01-25,05:30,5
404,Renascença,2024-01-01,08:30,23
408,Saci,2024-01-21,15:30,48
406,Dirceu,2024-01-06,19:00,37
405,Piçarra,2024-01-16,19:30,33
404,Saci,2024-01-23,20:30,76
406,Renascença,2024-01-28,11:30,55
405,Saci,2024-01-18,16:00,79
404,Mocambinho,2024-01-28,13:30,66
405,Marquês,2024-01-14,16:00,41
401,Mocambinho,2024-01-26,22:00,56
406,Mocambinho,2024-01-28,08:30,35
407,Mocambinho,2024-01-17,05:30,12
406,Renascença,2024-01-02,21:00,47
401,Dirceu,2024-01-13,18:30,13
401,Piçarra,2024-01-25,22:00,21
404,Piçarra,2024-01-04,15:30,54
402,Centro,2024-01-03,17:00,39
407,Ilhotas,2024-01-15,15:00,22
404,Dirceu,2024-01-12,17:30,79
407,Centro,2024-01-07,16:00,39
405,Centro,2024-01-05,16:30,33
408,Dirceu,2024-01-08,06:00,75
403,Marquês,2024-01-26,05:30,48
407,Marquês,2024-01-15,21:30,11
406,Centro,2024-01-15,06:30,76
402,Renascença,2024-01-31,15:00,7
404,Piçarra,2024-01-27,12:30,73
405,Dirceu,2024-01-30,07:30,50
402,Renascença,2024-01-12,05:30,50
403,Renascença,2024-01-18,18:30,9
406,Centro,2024-01-27,11:30,30
406,Centro,2024-01-26,11:00,63
406,Marquês,2024-01-17,11:30,12
402,Ilhotas,2024-01-17,22:00,55
404,Dirceu,2024-01-09,08:30,52
401,Marquês,2024-01-29,22:30,38
406,Saci,2024-01-15,06:30,47
405,Centro,2024-01-21,06:30,58
407,Ilhotas,2024-01-28,07:30,10
404,Mocambinho,2024-01-11,13:30,71
408,Centro,2024-01-23,15:30,32
404,Dirceu,2024-01-20,11:00,71
408,Ilhotas,2024-01-06,12:30,76
401,Renascença,2024-01-22,20:00,26
404,Mocambinho,2024-01-04,14:00,5
401,Centro,2024-01-29,05:00,44
406,Marquês,2024-01-30,19:30,57
406,Mocambinho,2024-01-09,21:30,9
401,Ilhotas,2024-01-08,14:30,70
404,Renascença,2024-01-18,09:00,73
403,Mocambinho,2024-01-10,13:30,28
407,Dirceu,2024-01-31,12:30,72
405,Dirceu,2024-01-02,07:30,39
404,Ilhotas,2024-01-10,10:00,32
403,Marquês,2024-01-30,17:30,78
405,Mocambinho,2024-01-18,10:00,47
401,Renascença,2024-01-18,21:30,33
401,Marquês,2024-01-30,06:30,16
401,Ilhotas,2024-01-03,11:00,10
407,Centro,2024-01-15,15:00,71
408,Piçarra,2024-01-30,19:30,12
401,Mocambinho,2024-01-11,12:00,40
402,Renascença,2024-01-30,14:30,52
403,Saci,2024-01-26,22:30,26
401,Marquês,2024-01-13,22:00,51
404,Centro,2024-01-28,21:00,79
404,Marquês,2024-01-21,08:30,49
403,Marquês,2024-01-17,18:00,5
402,Renascença,2024-01-13,08:30,72
405,Renascença,2024-01-10,16:00,44
402,Saci,2024-01-04,09:00,37
406,Piçarra,2024-01-16,11:00,27
405,Renascença,2024-01-18,14:00,59
402,Ilhotas,2024-01-09,07:00,76
408,Ilhotas,2024-01-10,07:00,40
408,Centro,2024-01-24,17:30,20
402,Marquês,2024-01-01,10:00,61
407,Marquês,2024-01-31,18:00,56
408,Centro,2024-01-23,13:00,67
403,Piçarra,2024-01-08,13:00,36
407,Mocambinho,2024-01-27,15:00,52
404,Piçarra,2024-01-15,05:30,18
402,Marquês,2024-01-17,09:00,50
408,Ilhotas,2024-01-29,14:30,78
408,Centro,2024-01-27,09:30,58
401,Marquês,2024-01-09,12:30,47
404,Renascença,2024-01-06,08:00,22
406,Ilhotas,2024-01-01,12:30,12
404,Dirceu,2024-01-04,17:00,20
404,Saci,2024-01-15,10:30,15
407,Renascença,2024-01-19,22:00,48
402,Piçarra,2024-01-09,08:30,63
402,Mocambinho,2024-01-06,21:00,10
401,Marquês,2024-01-16,15:00,31
407,Mocambinho,2024-01-19,22:30,7
408,Piçarra,2024-01-25,12:00,63
404,Ilhotas,2024-01-10,22:30,56
408,Renascença,2024-01-22,15:00,70
401,Dirceu,2024-01-07,21:00,54
408,Renascença,2024-01-02,21:30,48
408,Mocambinho,2024-01-22,09:00,17
408,Renascença,2024-01-14,09:30,61
402,Ilhotas,2024-01-01,21:00,37
403,Saci,2024-01-17,22:00,37
403,Mocambinho,2024-01-04,06:30,47
401,Renascença,2024-01-16,17:00,79
408,Renascença,2024-01-18,06:30,9
407,Saci,2024-01-11,20:30,66
402,Saci,2024-01-09,21:00,60
401,Ilhotas,2024-01-10,09:30,78
402,Saci,2024-01-28,12:30,13
408,Renascença,2024-01-03,22:30,42
402,Centro,2024-01-04,19:00,23
404,Dirceu,2024-01-19,18:00,37
401,Marquês,2024-01-02,17:30,10
404,Saci,2024-01-16,17:00,75
401,Saci,2024-01-11,07:00,10
406,Mocambinho,2024-01-25,11:00,36
408,Marquês,2024-01-10,07:00,70
402,Dirceu,2024-01-31,22:00,64
403,Piçarra,2024-01-29,19:00,64
407,Piçarra,2024-01-05,08:30,60
405,Centro,2024-01-01,20:00,7
405,Centro,2024-01-21,15:00,68
402,Dirceu,2024-01-08,22:00,79
405,Marquês,2024-01-15,18:00,22
404,Saci,2024-01-26,05:00,72
404,Centro,2024-01-01,21:30,19
407,Centro,2024-01-08,14:00,62
404,Dirceu,2024-01-07,11:00,10
406,Renascença,2024-01-26,08:00,12
404,Centro,2024-01-06,19:00,63
405,Ilhotas,2024-01-18,07:30,25
403,Marquês,2024-01-02,05:00,23
405,Ilhotas,2024-01-22,15:30,44
406,Ilhotas,2024-01-01,15:30,37
404,Dirceu,2024-01-08,17:00,74
406,Renascença,2024-01-28,12:00,43
402,Mocambinho,2024-01-04,07:00,52
408,Mocambinho,2024-01-07,14:30,6
402,Mocambinho,2024-01-07,12:00,68
402,Dirceu,2024-01-06,06:30,28
401,Marquês,2024-01-31,22:30,23
407,Ilhotas,2024-01-13,11:30,45
406,Mocambinho,2024-01-19,11:30,22
407,Marquês,2024-01-18,06:00,6
404,Marquês,2024-01-05,09:30,6
402,Piçarra,2024-01-07,07:30,24
402,Ilhotas,2024-01-04,13:00,13
401,Piçarra,2024-01-27,09:00,34
406,Centro,2024-01-14,22:00,68
402,Dirceu,2024-01-06,14:30,21
405,Piçarra,2024-01-28,17:30,7
403,Dirceu,2024-01-04,12:30,40
408,Piçarra,2024-01-30,22:30,46
406,Mocambinho,2024-01-11,17:00,8
407,Marquês,2024-01-28,20:30,40
406,Dirceu,2024-01-09,17:00,63
404,Renascença,2024-01-22,10:30,22
403,Mocambinho,2024-01-16,22:00,48
401,Renascença,2024-01-20,22:00,17
407,Dirceu,2024-01-09,15:00,44
402,Dirceu,2024-01-16,09:00,59
408,Piçarra,2024-01-15,16:30,18
404,Ilhotas,2024-01-16,16:00,21
403,Mocambinho,2024-01-17,16:00,6
402,Ilhotas,2024-01-31,14:00,73
404,Mocambinho,2024-01-09,09:30,48
406,Ilhotas,2024-01-07,18:00,64
405,Mocambinho,2024-01-29,19:00,7
405,Mocambinho,2024-01-28,13:00,24
407,Saci,2024-01-19,12:30,38
405,Marquês,2024-01-27,18:00,57
406,Renascença,2024-01-20,14:00,24
402,Mocambinho,2024-01-22,15:00,16
408,Dirceu,2024-01-06,13:00,76
406,Mocambinho,2024-01-23,08:30,38
405,Ilhotas,2024-01-21,17:00,28
403,Ilhotas,2024-01-06,14:00,64
406,Centro,2024-01-24,14:30,73
402,Renascença,2024-01-11,20:00,70
407,Centro,2024-01-06,11:00,30
403,Dirceu,2024-01-03,15:30,71
406,Saci,2024-01-07,18:00,78
406,Saci,2024-01-27,07:00,79
406,Mocambinho,2024-01-10,08:30,76
407,Marquês,2024-01-10,18:00,69
408,Mocambinho,2024-01-24,16:00,55
401,Saci,2024-01-12,09:00,44
408,Saci,2024-01-24,11:30,11
408,Mocambinho,2024-01-20,13:30,44
403,Mocambinho,2024-01-12,06:30,53
408,Saci,2024-01-24,11:00,17
406,Piçarra,2024-01-23,10:00,8
403,Piçarra,2024-01-02,09:30,34
408,Dirceu,2024-01-19,20:00,9
401,Centro,2024-01-13,06:00,60
406,Ilhotas,2024-01-09,08:00,11
401,Piçarra,2024-01-15,19:30,17
403,Saci,2024-01-18,10:30,18
407,Mocambinho,2024-01-23,06:30,55
407,Saci,2024-01-05,21:30,58
407,Renascença,2024-01-27,16:00,21
403,Marquês,2024-01-01,08:30,24
404,Saci,2024-01-03,13:00,38
405,Centro,2024-01-29,14:30,22
406,Saci,2024-01-20,07:30,79
407,Saci,2024-01-27,15:00,57
402,Piçarra,2024-01-18,15:00,6
402,Ilhotas,2024-01-21,09:30,55
407,Ilhotas,2024-01-19,08:30,40
406,Dirceu,2024-01-20,10:30,65
405,Marquês,2024-01-01,17:00,72
406,Centro,2024-01-20,15:30,20
408,Piçarra,2024-01-24,21:00,21
408,Dirceu,2024-01-17,12:00,17
408,Dirceu,2024-01-12,21:30,6
408,Renascença,2024-01-17,10:00,42
407,Centro,2024-01-05,08:00,6
402,Ilhotas,2024-01-02,19:30,70
404,Marquês,2024-01-29,20:30,48
407,Ilhotas,2024-01-24,13:00,48
402,Dirceu,2024-01-28,19:00,8
408,Renascença,2024-01-11,15:30,34
406,Piçarra,2024-01-10,18:00,26
405,Dirceu,2024-01-02,17:00,71
407,Piçarra,2024-01-26,08:30,62
406,Marquês,2024-01-09,12:00,22
406,Dirceu,2024-01-03,05:30,45
401,Piçarra,2024-01-04,13:30,48
408,Ilhotas,2024-01-16,11:00,6
406,Ilhotas,2024-01-04,07:00,12
404,Piçarra,2024-01-20,16:30,75
407,Ilhotas,2024-01-28,09:00,22
408,Mocambinho,2024-01-14,08:30,12
404,Piçarra,2024-01-30,19:30,48
403,Mocambinho,2024-01-14,12:30,33
408,Centro,2024-01-26,06:30,63
401,Dirceu,2024-01-20,09:00,80
403,Mocambinho,2024-01-27,11:30,19
403,Saci,2024-01-16,12:30,25
406,Ilhotas,2024-01-24,11:00,69
407,Marquês,2024-01-13,08:30,20
401,Dirceu,2024-01-28,22:30,58
406,Centro,2024-01-14,13:30,68
406,Ilhotas,2024-01-21,06:00,54
401,Ilhotas,2024-01-04,22:30,8
405,Mocambinho,2024-01-25,05:30,74
404,Saci,2024-01-09,21:30,48
405,Centro,2024-01-10,22:30,11
402,Piçarra,2024-01-06,12:00,79
401,Centro,2024-01-01,10:30,34
408,Centro,2024-01-15,14:00,17
408,Centro,2024-01-16,08:30,15
404,Centro,2024-01-26,21:00,25
401,Marquês,2024-01-22,20:30,71
402,Mocambinho,2024-01-16,06:30,10
405,Ilhotas,2024-01-02,08:00,61
406,Saci,2024-01-26,22:00,65
406,Piçarra,2024-01-15,16:30,47
406,Renascença,2024-01-10,08:30,46
408,Dirceu,2024-01-30,11:30,22
404,Ilhotas,2024-01-28,10:30,26
402,Centro,2024-01-02,08:30,24
408,Saci,2024-01-11,14:30,72
407,Piçarra,2024-01-08,18:00,19
405,Centro,2024-01-15,22:30,40
403,Dirceu,2024-01-14,16:30,76
403,Marquês,2024-01-31,07:30,39
406,Dirceu,2024-01-18,06:00,16
408,Marquês,2024-01-31,19:30,7
403,Ilhotas,2024-01-19,10:30,35
407,Mocambinho,2024-01-18,06:30,60
406,Piçarra,2024-01-13,20:30,16
408,Renascença,2024-01-05,05:30,58
403,Marquês,2024-01-30,05:30,63
408,Mocambinho,2024-01-06,11:30,40
404,Renascença,2024-01-18,16:30,56
408,Renascença,2024-01-06,16:00,11
405,Mocambinho,2024-01-18,22:30,30
407,Dirceu,2024-01-31,10:00,7
408,Saci,2024-01-06,06:00,71
402,Centro,2024-01-25,13:30,54
405,Piçarra,2024-01-23,11:30,12
404,Renascença,2024-01-19,15:30,9
402,Dirceu,2024-01-25,18:30,46
404,Piçarra,2024-01-01,09:30,30
408,Centro,2024-01-18,08:30,72
401,Ilhotas,2024-01-17,22:00,5
405,Dirceu,2024-01-07,14:30,22
402,Renascença,2024-01-25,12:30,55
403,Renascença,2024-01-01,16:00,23
401,Dirceu,2024-01-05,07:00,32
405,Piçarra,2024-01-17,21:00,39
403,Mocambinho,2024-01-08,22:00,65
401,Mocambinho,2024-01-26,05:00,79
402,Mocambinho,2024-01-12,11:00,33
404,Ilhotas,2024-01-18,16:30,14
402,Marquês,2024-01-30,10:00,18
405,Saci,2024-01-09,16:30,31
403,Renascença,2024-01-30,21:30,59
402,Ilhotas,2024-01-22,14:00,53
401,Saci,2024-01-19,08:00,64
402,Renascença,2024-01-08,15:30,25
406,Centro,2024-01-15,19:00,19
408,Piçarra,2024-01-02,17:00,52
404,Mocambinho,2024-01-11,21:00,24
401,Ilhotas,2024-01-12,20:30,28
407,Marquês,2024-01-29,05:00,20
405,Ilhotas,2024-01-09,15:00,78
404,Centro,2024-01-24,12:30,38
403,Ilhotas,2024-01-16,12:00,15
407,Renascença,2024-01-19,05:00,24
402,Mocambinho,2024-01-02,08:00,26
401,Dirceu,2024-01-17,07:00,69
405,Marquês,2024-01-09,12:30,28
404,Mocambinho,2024-01-18,15:00,22
403,Piçarra,2024-01-25,13:00,44
403,Marquês,2024-01-08,15:30,67
407,Piçarra,2024-01-21,19:30,56
405,Marquês,2024-01-05,10:30,38
404,Piçarra,2024-01-13,17:30,12
407,Mocambinho,2024-01-03,05:00,36
401,Dirceu,2024-01-23,10:30,30
403,Dirceu,2024-01-30,06:00,67
408,Saci,2024-01-04,20:00,35
404,Centro,2024-01-21,13:00,77
401,Dirceu,2024-01-09,22:30,59
404,Ilhotas,2024-01-28,08:00,42
401,Dirceu,2024-01-14,12:00,65
402,Saci,2024-01-19,16:30,9
408,Dirceu,2024-01-06,13:30,50
408,Dirceu,2024-01-16,18:30,58
406,Saci,2024-01-21,21:30,56
403,Ilhotas,2024-01-16,18:30,33
402,Renascença,2024-01-14,18:00,77
405,Piçarra,2024-01-24,14:30,36
403,Saci,2024-01-18,11:30,36
407,Dirceu,2024-01-10,09:30,48
405,Piçarra,2024-01-29,17:30,46
405,Dirceu,2024-01-11,07:00,18
406,Mocambinho,2024-01-13,08:30,21
403,Dirceu,2024-01-15,07:00,26
405,Ilhotas,2024-01-11,11:30,41
401,Saci,2024-01-27,20:00,67
401,Dirceu,2024-01-03,06:30,27
404,Saci,2024-01-01,12:00,29
408,Piçarra,2024-01-20,07:30,57
402,Renascença,2024-01-11,17:30,22
401,Mocambinho,2024-01-22,15:00,44
404,Renascença,2024-01-08,11:30,13
404,Saci,2024-01-24,10:30,52
405,Marquês,2024-01-23,10:30,54
408,Ilhotas,2024-01-11,13:00,28
408,Centro,2024-01-04,11:00,31
404,Renascença,2024-01-26,20:00,11
406,Renascença,2024-01-27,09:30,71
404,Ilhotas,2024-01-28,07:30,20
406,Centro,2024-01-19,22:30,29
407,Centro,2024-01-25,08:00,68
403,Centro,2024-01-06,21:30,22
403,Ilhotas,2024-01-01,06:00,26
401,Dirceu,2024-01-10,22:30,53
402,Marquês,2024-01-08,19:30,76
402,Centro,2024-01-17,20:00,23
401,Saci,2024-01-13,06:00,6
407,Dirceu,2024-01-06,06:30,75
408,Marquês,2024-01-23,11:30,48
405,Centro,2024-01-11,13:00,74
403,Centro,2024-01-01,21:00,21
407,Marquês,2024-01-09,08:00,10
408,Marquês,2024-01-20,07:00,7
406,Ilhotas,2024-01-25,18:00,13
403,Piçarra,2024-01-08,11:00,40
408,Marquês,2024-01-02,08:00,49
403,Renascença,2024-01-15,18:00,74
405,Centro,2024-01-04,07:00,18
408,Renascença,2024-01-14,14:30,80
403,Centro,2024-01-15,06:00,31
408,Saci,2024-01-03,06:30,25
402,Renascença,2024-01-04,19:00,20
404,Piçarra,2024-01-25,19:30,64
405,Mocambinho,2024-01-25,20:30,79
407,Ilhotas,2024-01-25,09:00,66
403,Saci,2024-01-13,07:30,17
407,Dirceu,2024-01-19,13:30,66
405,Dirceu,2024-01-08,14:30,33
404,Saci,2024-01-23,12:30,53
404,Renascença,2024-01-19,15:30,61
407,Saci,2024-01-12,09:30,29
406,Renascença,2024-01-05,20:00,60
408,Mocambinho,2024-01-19,07:30,28
407,Dirceu,2024-01-14,09:30,21
402,Renascença,2024-01-17,21:00,44
408,Piçarra,2024-01-13,05:30,21
407,Centro,2024-01-23,12:00,28
404,Dirceu,2024-01-21,12:30,35
405,Dirceu,2024-01-19,22:00,11
406,Renascença,2024-01-14,22:30,35
408,Dirceu,2024-01-07,06:00,78
405,Saci,2024-01-28,16:30,40
403,Dirceu,2024-01-13,12:30,18
403,Mocambinho,2024-01-02,05:00,34
404,Piçarra,2024-01-23,17:30,75
404,Mocambinho,2024-01-01,19:30,48
405,Renascença,2024-01-06,09:30,17
405,Mocambinho,2024-01-10,05:00,9
407,Mocambinho,2024-01-25,16:00,59
404,Saci,2024-01-25,09:00,41
408,Ilhotas,2024-01-30,05:30,53
402,Piçarra,2024-01-14,17:00,35
408,Centro,2024-01-27,21:30,54
402,Dirceu,2024-01-07,11:30,7
405,Renascença,2024-01-24,16:00,5
405,Ilhotas,2024-01-19,09:00,60
403,Centro,2024-01-09,17:30,53
404,Marquês,2024-01-31,07:00,33
408,Ilhotas,2024-01-30,12:00,67
402,Marquês,2024-01-01,10:30,50
402,Centro,2024-01-14,16:30,16
408,Centro,2024-01-21,21:00,79
408,Ilhotas,2024-01-18,05:30,5
404,Renascença,2024-01-25,05:00,43
402,Centro,2024-01-27,10:00,73
404,Renascença,2024-01-03,16:00,35
403,Mocambinho,2024-01-25,09:00,73
405,Centro,2024-01-10,08:30,13
401,Saci,2024-01-07,18:00,41
404,Saci,2024-01-06,16:00,10
404,Ilhotas,2024-01-29,11:30,68
407,Ilhotas,2024-01-18,14:00,33
403,Ilhotas,2024-01-25,18:00,6
407,Centro,2024-01-01,19:30,51
403,Saci,2024-01-04,07:30,32
406,Ilhotas,2024-01-01,21:00,17
406,Dirceu,2024-01-02,19:30,56
404,Piçarra,2024-01-06,16:30,69
401,Dirceu,2024-01-26,09:30,70
404,Marquês,2024-01-13,18:00,45
402,Dirceu,2024-01-29,22:30,50
407,Piçarra,2024-01-31,09:00,16
401,Marquês,2024-01-20,09:00,42
404,Dirceu,2024-01-19,05:00,28
401,Centro,2024-01-12,06:00,71
405,Renascença,2024-01-15,13:00,42
407,Dirceu,2024-01-12,22:30,28
405,Renascença,2024-01-20,05:30,62
408,Renascença,2024-01-10,07:00,32
403,Dirceu,2024-01-21,13:30,37
402,Centro,2024-01-13,09:30,47
401,Renascença,2024-01-11,10:30,73
402,Mocambinho,2024-01-24,12:30,66
406,Renascença,2024-01-08,19:00,61
